Year,Month,Day,Time,Latitude,Longitude,Depth,mb,MS,Region,CMT Name,CMT Time,T Err,CMT Lat,Lat Err,CMT Lon,Lon Err,CMT Depth,Depth Err,Exponent,Mrr,Mrr Err,Mtt,Mtt Err,Mpp,Mpp Err,Mrt,Mrt Err,Mrp,Mrp Err,Mtp,Mtp Err,Eigenvalue 1,Plunge 1,Azimuth 1,Eigenvalue 2,Plunge 2,Azimuth 2,Eigenvalue 3,Plunge 3,Azimuth 3,Moment,Strike 1,Dip 1,Rake 1,Strike 2,Dip 2,Rake 2
"2016","11","22",11:37:12.6,55.83,114.15,10,0,5,"EASTOFLAKEBAYKAL,RUS",C201611221137A,0.9,0.2,55.9,0.01,114.1,0.02,27.4,0.7,16,-2.5,0.161,2.77,0.115,-0.268,0.117,-1.27,0.196,0.403,0.212,3.77,0.08,5.404,"6","147",-1.656,"48","243","-3.746","42","51",4.575e+16,"198","57","-152","92","67","-36"
"2016","12","4",03:15:47.5,-41.71,174.2,17.5,0,5.3,"COOKSTRAIT,NEWZEALAND",C201612040315A,4.3,0.1,-41.69,0.01,174.1,0.01,17.1,0.9,17,0.055,0.019,0.745,0.017,-0.8,0.017,-0.474,0.051,0.505,0.053,-0.367,0.014,1.15,"29","199",-0.104,"52","334","-1.046","23","95",1.098e+17,"235","52","175","328","86","38"
"2016","12","29",02:34:33.4,-41.7,174.56,17.9,0,5.3,"COOKSTRAIT,NEWZEALAND",C201612290234A,5.1,0.2,-41.55,0.01,174.33,0.01,15,1,17,0.121,0.02,0.716,0.019,-0.837,0.018,-0.33,0.063,0.239,0.056,-0.061,0.015,0.877,"25","186",0.017,"61","334","-0.893","13","89",8.85e+16,"225","62","171","319","82","28"
"2017","1","5",11:17:34.8,-41.83,174.06,17,0,5.4,"COOKSTRAIT,NEWZEALAND",C201701051117A,4.2,0.1,-41.84,0.01,173.96,0.01,21.4,0.9,17,-0.319,0.017,0.738,0.016,-0.419,0.014,-0.478,0.033,0.796,0.045,-0.508,0.013,1.297,"27","209",-0.129,"36","321","-1.168","43","92",1.232e+17,"250","37","-165","147","81","-54"
"2017","1","9",09:53:17.6,38.42,21.78,10,0,4.8,GREECE,C201701090953A,0,0.3,38.3,0.02,21.79,0.02,24,1.8,16,-0.503,0.137,2.35,0.108,-1.85,0.087,0.396,0.134,0.69,0.141,0.069,0.079,2.41,"8","358",-0.271,"65","249","-2.143","23","91",2.276e+16,"132","68","-11","226","80","-157"
"2017","1","11",22:06:58.7,-20.16,46.65,7.3,0,5.5,MADAGASCAR,C201701112207A,6.2,0.1,-20.11,0.01,46.74,0.01,35,0.6,17,-1.81,0.069,-1.82,0.054,3.62,0.053,-0.581,0.079,-0.593,0.072,1.84,0.04,4.274,"7","107",-1.692,"61","210","-2.592","29","14",3.433e+17,"154","65","-164","57","75","-26"
"2017","1","13",05:30:51.9,-6.74,68.53,10,0,5.1,CHAGOSARCHIPELAGOREGIO,C201701130530A,1.3,0.2,-6.71,0.01,68.38,0.01,14.4,1.3,16,1.08,0.136,-5.16,0.154,4.08,0.117,-1.73,0.305,0.178,0.228,-0.212,0.099,4.102,"5","268",1.508,"75","161","-5.610","14","359",4.856e+16,"43","76","-7","134","83","-166"
"2017","1","27",16:29:22.6,7.67,38.67,10,0,5.3,ETHIOPIA,C201701271629A,1,0.1,7.61,0.01,38.8,0.01,12,0,17,-0.951,0.013,-0.094,0.011,1.04,0.013,0.059,0.037,-0.011,0.033,0.135,0.01,1.056,"0","97",-0.105,"4","7","-0.955","86","188",1.006e+17,"191","45","-84","3","45","-96"
"2017","1","28",17:32:36.9,68.24,-17.94,10.9,0,4.6,ICELANDREGION,C201701281732A,-1.3,0.3,68.42,0.05,-18.2,0.06,12,0,16,-1.65,0.064,0.114,0.07,1.53,0.053,0.076,0.388,-0.304,0.263,0.111,0.059,1.566,"5","94",0.111,"3","4","-1.683","84","243",1.625e+16,"188","40","-85","1","50","-94"
"2017","2","22",08:25:29.0,-60.78,-51.03,10,0,5.3,SCOTIASEA,C201702220825A,3.6,1.2,-60.78,0,-51.03,0,12,0,16,-2.36,0.357,0.572,0.394,1.78,0.48,-0.575,0.795,-2.08,0.821,0.511,0.357,2.856,"22","108",0.39,"2","18","-3.254","67","283",3.055e+16,"202","23","-85","17","67","-92"
"2017","2","24",00:32:17.5,-8.44,30.05,30,0,5.9,LAKETANGANYIKAREGION,C201702240032A,1.3,0.1,-8.31,0,29.86,0.01,33.8,0.2,18,-0.867,0.009,0.877,0.006,-0.009,0.007,0.211,0.008,0.457,0.01,0.298,0.004,1.031,"11","339",0.038,"20","246","-1.068","67","96",1.05e+18,"93","38","-57","233","59","-114"
"2017","3","26",00:24:49.3,67.72,-18.94,10,0,4.6,ICELANDREGION,C201703260024A,1.5,0.2,67.84,0.03,-18.7,0.04,12,0,16,-1.75,0.047,0.181,0.053,1.57,0.041,0.225,0.286,0.064,0.191,0.445,0.041,1.705,"2","287",0.072,"6","17","-1.776","83","178",1.74e+16,"10","43","-99","203","47","-82"
"2017","3","26",01:07:12.2,67.82,-18.67,10,0,5.2,ICELANDREGION,C201703260107A,1.5,0.1,67.83,0.01,-18.7,0.02,12,0,17,-0.875,0.014,0.048,0.015,0.827,0.012,-0.011,0.055,0.091,0.044,0.185,0.012,0.873,"3","283",0.007,"2","193","-0.880","87","68",8.77e+16,"15","42","-87","191","48","-93"
"2017","3","26",01:48:39.8,67.85,-18.33,10,0,4.9,ICELANDREGION,C201703260148A,1.5,0.2,67.99,0.02,-18.49,0.03,12,0,16,-4.16,0.084,0.226,0.094,3.93,0.075,1.55,0.403,-1.32,0.331,0.714,0.076,4.198,"8","97",0.697,"19","5","-4.899","70","208",4.549e+16,"208","41","-61","351","55","-113"
"2017","3","26",02:12:01.1,67.9,-18.66,10,0,4.3,ICELANDREGION,C201703260212A,0.3,0.2,68.11,0.03,-18.68,0.04,12,0,16,-2.1,0.06,-0.023,0.068,2.12,0.052,2.22,0.282,0.557,0.238,0.364,0.053,2.472,"17","294",1.051,"26","33","-3.526","58","175",2.999e+16,"350","36","-139","225","67","-61"
"2017","4","3",12:53:40.6,56.16,118.13,13,0,5,"EASTOFLAKEBAYKAL,RUS",C201704031253A,-2.9,0.2,56.23,0.01,118.06,0.03,12.4,1.1,16,-1.52,0.13,1.96,0.095,-0.45,0.089,-0.182,0.221,0.745,0.277,2.46,0.074,3.506,"3","328",-0.996,"54","234","-2.520","36","60",3.013e+16,"97","63","-26","200","67","-151"
"2017","4","13",16:22:16.2,37.12,28.69,10,0,5,TURKEY,C201704131622A,0.6,0.2,37.09,0.01,28.84,0.04,12,0,16,-3.92,0.087,3.46,0.079,0.458,0.081,1.38,0.314,-1.49,0.53,0.148,0.079,3.714,"11","2",0.893,"16","95","-4.609","71","239",4.162e+16,"73","37","-117","286","58","-71"
"2017","4","14",02:36:38.3,-5.52,68.74,10,0,4.5,CHAGOSARCHIPELAGOREGIO,C201704140236A,1.1,0.2,-5.54,0.01,68.54,0.01,12,0,16,-0.145,0.087,-2.8,0.073,2.94,0.072,-0.495,0.232,-0.834,0.221,-0.666,0.076,3.198,"13","85",-0.202,"72","221","-3.001","12","352",3.099e+16,"128","72","179","218","89","18"
"2017","4","21",13:09:22.1,38.77,29.06,10,0,5,TURKEY,C201704211309A,1,0.2,38.8,0.01,29.25,0.02,12,0,16,-4.95,0.093,5.14,0.084,-0.183,0.092,0.641,0.256,-0.014,0.357,1.17,0.08,5.423,"3","348",-0.424,"2","78","-4.992","86","196",5.208e+16,"76","42","-93","260","48","-88"
"2017","4","21",14:12:22.6,38.66,27.67,10,0,4.9,TURKEY,C201704211412A,1.2,0.2,38.64,0.01,27.47,0.02,12,0,16,-4.92,0.106,3.89,0.103,1.03,0.102,-1.33,0.326,1.1,0.379,-3.15,0.087,6.184,"9","213",-0.99,"3","303","-5.194","81","50",5.689e+16,"300","36","-95","125","54","-87"
"2017","4","29",10:53:22.0,-6.13,29.93,10,0,5.3,LAKETANGANYIKAREGION,C201704291053A,2.4,0.2,-5.93,0.01,29.7,0.01,18.9,0.5,17,-0.739,0.02,0.095,0.012,0.644,0.015,0.266,0.028,0.328,0.028,0.117,0.009,0.765,"14","286",0.106,"10","18","-0.871","72","142",8.18e+16,"2","32","-109","204","60","-78"
"2017","5","27",15:53:24.2,38.77,27.82,10,0,5.1,TURKEY,C201705271553A,2.5,0.1,38.73,0.01,27.78,0.01,12,0,17,-0.771,0.009,0.511,0.01,0.26,0.01,-0.017,0.026,0.025,0.029,-0.33,0.007,0.739,"1","215",0.033,"1","305","-0.772","89","72",7.55e+16,"304","44","-91","125","46","-89"
"2017","5","28",02:52:56.4,38.78,27.8,10,0,4.8,TURKEY,C201705280252A,1.3,0.2,38.74,0.02,27.68,0.03,12.3,1,16,-2.26,0.129,1.6,0.089,0.654,0.076,-0.42,0.225,0.805,0.251,-0.869,0.046,2.252,"10","213",0.219,"10","305","-2.477","76","78",2.364e+16,"291","36","-107","131","56","-78"
"2017","5","28",11:04:59.4,38.76,27.78,3.2,0,4.9,TURKEY,C201705281104A,2.4,0.2,38.79,0.01,27.76,0.02,12,0,16,-3.88,0.068,2.71,0.079,1.17,0.074,0.96,0.262,0.407,0.287,-1.53,0.057,3.702,"5","30",0.392,"11","300","-4.094","78","143",3.898e+16,"132","41","-73","290","51","-104"
"2017","6","12",12:28:39.2,38.93,26.36,12,0,6.3,AEGEANSEA,C201706121228A,2.7,0,38.81,0,26.32,0,12,0,18,-4.1,0.015,4.03,0.016,0.078,0.015,-0.186,0.045,0.213,0.045,-1.43,0.014,4.5,"2","198",-0.38,"2","288","-4.113","87","72",4.306e+18,"286","43","-93","110","47","-87"
"2017","6","17",03:40:37.4,38.9,26.22,10,0,4.6,AEGEANSEA,C201706170340A,2.3,0.4,38.84,0.02,26.21,0.02,20.4,1.9,16,-1,0.158,2.13,0.124,-1.12,0.088,-0.854,0.19,0.107,0.17,-0.713,0.071,2.49,"14","192",-1.166,"54","82","-1.315","32","291",1.903e+16,"326","57","-15","64","78","-146"
"2017","6","17",19:50:04.8,38.89,26.42,7.7,0,5.2,AEGEANSEA,C201706171950A,1.5,0.1,38.77,0.01,26.48,0.01,12,0,17,-0.432,0.015,1.1,0.012,-0.665,0.014,-0.143,0.034,0.244,0.04,-0.316,0.012,1.176,"7","191",-0.334,"60","292","-0.839","29","97",1.008e+17,"238","65","-163","140","75","-26"
"2017","6","22",02:48:53.1,38.83,26.47,10,0,4.8,AEGEANSEA,C201706220248A,1.8,0.2,38.77,0.01,26.53,0.02,12,0,16,-3.05,0.115,4.54,0.088,-1.49,0.098,-1.38,0.277,1.94,0.376,-0.238,0.092,4.838,"11","186",-0.361,"31","282","-4.477","57","78",4.658e+16,"243","43","-138","120","63","-55"
"2017","6","24",02:37:18.5,-19.45,34.49,27,0,5.6,MOZAMBIQUE,C201706240237A,1.5,0.1,-19.42,0.01,34.48,0.01,30.8,0.5,17,-0.74,0.033,-1.21,0.027,1.95,0.034,0.886,0.05,0.778,0.054,-2.1,0.024,3.024,"5","245",-0.152,"61","343","-2.872","28","152",2.948e+17,"292","67","-163","195","74","-24"
"2017","7","20",22:31:11.2,36.92,27.41,7,0,6.6,"DODECANESEISLANDS,GREE",C201707202231A,5.2,0,36.79,0,27.56,0,12,0,19,-1.06,0.003,1.13,0.003,-0.079,0.003,-0.385,0.011,-0.076,0.011,-0.059,0.003,1.197,"10","182",-0.074,"5","91","-1.133","79","335",1.165e+19,"278","36","-82","88","55","-96"
"2017","7","21",05:04:01.6,36.82,27.64,13.8,0,4.2,"DODECANESEISLANDS,GREE",C201707210504A,-0.8,0.5,36.97,0.03,28.07,0.05,29.7,0.9,16,-3.88,0.307,3.44,0.195,0.445,0.175,0.69,0.234,-1.14,0.224,0.571,0.119,3.577,"4","351",0.675,"15","82","-4.247","74","247",3.912e+16,"65","43","-112","275","51","-70"
"2017","7","21",17:09:45.3,36.91,27.3,10,0,5,"DODECANESEISLANDS,GREE",C201707211709A,5.4,0.2,36.83,0.01,27.54,0.02,17.2,0.8,16,-3.12,0.158,3.52,0.104,-0.401,0.094,1.15,0.217,-0.371,0.304,1.18,0.073,3.993,"8","346",-0.57,"13","78","-3.424","74","225",3.708e+16,"60","39","-112","267","55","-73"
"2017","7","30",07:02:29.2,-0.22,29.78,10,0,5.3,DEMOCRATICREPUBLICOFC,C201707300702A,0.9,0.1,-0.13,0.01,29.7,0.01,23.4,0.5,17,-1.14,0.03,0.62,0.02,0.523,0.023,-0.003,0.029,0.66,0.034,0.741,0.014,1.399,"11","314",0.008,"20","220","-1.404","67","70",1.401e+17,"67","39","-56","207","59","-114"
"2017","7","30",17:51:19.4,36.97,27.65,10,0,4.4,"DODECANESEISLANDS,GREE",C201707301751A,0.7,0.4,36.85,0.02,27.88,0.05,18.2,1.2,16,-2.23,0.166,1.78,0.108,0.446,0.09,0.069,0.204,-0.915,0.301,-0.111,0.056,1.795,"2","6",0.714,"17","97","-2.513","73","269",2.154e+16,"79","45","-114","292","50","-67"
"2017","8","7",05:18:48.5,36.92,27.55,10,0,4.6,"DODECANESEISLANDS,GREE",C201708070518A,1.1,0.3,36.9,0.02,27.94,0.03,18.4,0.9,16,-2.49,0.144,2.51,0.101,-0.021,0.078,0.37,0.178,-1.45,0.23,0.191,0.06,2.541,"4","358",0.649,"25","89","-3.190","65","260",2.865e+16,"64","47","-125","290","53","-58"
"2017","8","8",07:42:22.2,36.97,27.57,10,0,5.3,"DODECANESEISLANDS,GREE",C201708080742A,1.2,0.1,36.87,0.01,27.72,0.01,12,0,17,-1.2,0.014,1.16,0.013,0.041,0.014,0.139,0.036,-0.133,0.045,0.137,0.013,1.183,"3","354",0.042,"7","84","-1.224","83","240",1.203e+17,"76","42","-100","270","48","-81"
"2017","8","13",11:16:52.4,37.05,27.7,5.3,0,4.9,TURKEY,C201708131116A,1.3,0.2,36.96,0.01,27.7,0.02,12,0,16,-4.53,0.084,3.93,0.074,0.596,0.082,-0.143,0.242,0.765,0.343,-0.756,0.076,4.104,"2","193",0.534,"8","283","-4.642","82","88",4.373e+16,"274","44","-102","110","48","-79"
"2017","8","14",02:43:48.5,37.1,27.7,10,0,4.7,TURKEY,C201708140243A,1.7,0.3,36.98,0.01,27.9,0.03,22.1,0.8,16,-3.72,0.202,3.93,0.133,-0.21,0.119,-0.546,0.17,-0.001,0.228,0.75,0.088,4.099,"4","170",-0.339,"2","260","-3.760","86","12",3.929e+16,"258","41","-92","82","49","-88"
"2017","8","16",23:49:22.1,80.34,122.22,10,0,4.7,EASTOFSEVERNAYAZEMLYA,C201708162349A,1.4,0.3,80.46,0.03,121.98,0.11,12,0,16,-2.05,0.058,0.171,0.059,1.88,0.053,-1.19,0.269,0.899,0.239,-0.441,0.051,2.322,"16","249",0.342,"16","155","-2.663","67","22",2.493e+16,"2","32","-59","146","63","-108"
"2017","9","2",23:56:52.6,42.65,-111.45,9.5,0,5.3,EASTERNIDAHO,C201709022356A,4,0.1,42.67,0.01,-111.26,0.01,14.8,0.3,17,-1.05,0.018,-0.023,0.012,1.07,0.014,0.096,0.026,-0.063,0.024,0.005,0.01,1.072,"2","90",-0.014,"5","360","-1.061","84","198",1.066e+17,"186","44","-82","355","47","-97"
"2017","9","3",02:29:23.3,42.64,-111.48,10,0,4.1,EASTERNIDAHO,C201709030229A,4.1,0.3,42.81,0.04,-111.33,0.03,16,1.2,16,-1.46,0.105,0.15,0.062,1.31,0.075,1.04,0.275,0.34,0.202,0.163,0.045,1.439,"12","287",0.548,"22","22","-1.987","64","171",1.713e+16,"351","38","-128","216","61","-64"
"2017","9","3",16:49:18.2,42.61,-111.43,10,0,4.7,EASTERNIDAHO,C201709031649A,3.1,0.3,42.71,0.03,-111.29,0.02,14.7,1.1,16,-1.54,0.103,0.029,0.059,1.51,0.073,0.644,0.168,-0.113,0.131,0.007,0.041,1.514,"2","89",0.259,"20","358","-1.774","70","186",1.644e+16,"199","46","-62","341","50","-116"
"2017","9","3",17:41:39.6,42.64,-111.47,7.7,0,4.7,EASTERNIDAHO,C201709031741A,2.8,0.3,42.49,0.03,-111.35,0.02,20.7,1,16,-1.97,0.143,-0.248,0.082,2.22,0.093,-0.989,0.187,0.212,0.127,-0.035,0.057,2.234,"3","268",0.195,"24","176","-2.427","66","5",2.331e+16,"21","47","-56","157","53","-121"
"2017","9","4",19:43:15.1,1.17,91.89,10,0,5.1,NORTHINDIANOCEAN,C201709041943A,3.1,0.2,1.2,0.02,91.84,0.01,18.2,1.2,16,-1.79,0.158,-1.21,0.089,3,0.105,0.15,0.249,-0.607,0.18,0.62,0.064,3.157,"7","98",-1.215,"20","5","-1.943","69","206",2.55e+16,"209","42","-60","351","55","-114"
"2017","9","6",04:37:45.7,42.58,-111.45,10,0,4.6,EASTERNIDAHO,C201709060437A,5,0.4,42.6,0.04,-111.16,0.04,22,1.4,16,-1.23,0.17,-0.398,0.104,1.63,0.107,0.266,0.194,-0.287,0.141,0.858,0.063,1.954,"3","110",-0.54,"26","18","-1.413","63","206",1.684e+16,"225","48","-53","357","54","-123"
"2017","9","7",03:08:15.4,64.54,-17.52,10,0,4.7,ICELAND,C201709070308A,2,0.4,64.45,0.04,-17.21,0.1,14.5,1.5,16,1.32,0.12,-0.726,0.086,-0.597,0.075,0.945,0.226,0.055,0.219,0.231,0.044,1.698,"68","351",-0.537,"10","107","-1.164","19","200",1.431e+16,"307","27","112","102","65","79"
"2017","9","9",10:05:18.4,-4.95,133.94,10,0,5.4,"IRIANJAYAREGION,INDON",C201709091005A,2.8,0.2,-4.8,0.02,133.91,0.01,14.1,0.8,16,-5.47,0.263,0.413,0.145,5.06,0.172,1.41,0.407,1.82,0.3,1.26,0.101,5.781,"11","286",0.222,"8","18","-6.000","77","143",5.891e+16,"6","35","-104","203","56","-80"
"2017","9","10",09:47:10.6,42.56,-111.42,9.8,0,5,EASTERNIDAHO,C201709100947B,3.6,0.2,42.64,0.02,-111.33,0.02,18.5,0.8,16,-3.25,0.187,-0.771,0.115,4.02,0.13,0.49,0.298,0.129,0.236,1.68,0.087,4.56,"2","288",-1.212,"12","18","-3.349","78","188",3.954e+16,"6","44","-107","209","48","-74"
"2017","9","10",11:12:39.0,42.61,-111.47,4.6,0,4.7,EASTERNIDAHO,C201709101112A,6.9,0.4,42.56,0.02,-111.18,0.03,21.5,1.7,16,-0.573,0.13,-1.13,0.09,1.71,0.11,-0.199,0.158,-0.211,0.139,1.06,0.084,2.088,"6","109",-0.583,"80","235","-1.499","8","18",1.793e+16,"153","81","-179","63","89","-9"
"2017","9","11",02:42:12.0,-4.19,134.38,10,0,5.1,"IRIANJAYAREGION,INDON",C201709110242A,2.6,0.2,-4.16,0.01,134.31,0.01,20.9,1.3,16,-0.485,0.139,-4.35,0.124,4.84,0.136,-0.203,0.223,1.95,0.268,1.84,0.099,5.761,"17","280",-0.97,"71","127","-4.787","8","12",5.274e+16,"57","72","6","325","84","162"
"2017","9","11",13:26:35.6,42.55,-111.44,8.4,0,4.7,EASTERNIDAHO,C201709111326A,3.1,0.3,42.47,0.02,-111.38,0.02,16.4,1.7,16,-0.168,0.076,-1.3,0.068,1.46,0.078,0.449,0.203,0.162,0.184,0.971,0.064,1.811,"9","289",-0.116,"73","49","-1.703","14","196",1.757e+16,"333","74","-176","242","86","-16"
"2017","9","15",17:45:46.8,-2.72,28.81,12.2,0,5,LAKETANGANYIKAREGION,C201709151745A,3.5,0.2,-2.48,0.01,28.62,0.02,19.3,0.7,16,-3.28,0.129,1.93,0.087,1.35,0.11,-0.451,0.161,-1.14,0.205,1.92,0.058,3.751,"9","138",-0.206,"10","47","-3.545","77","270",3.648e+16,"239","37","-74","40","55","-102"
"2017","9","15",23:13:14.7,67.62,142.98,14.9,0,4.9,"EASTERNSIBERIA,RUSSIA",C201709152313A,-0.2,0.2,67.69,0.02,143,0.05,12,0,16,1.93,0.079,-1.24,0.068,-0.69,0.069,-0.037,0.273,-0.095,0.277,1.71,0.058,1.938,"85","125",0.759,"5","310","-2.697","0","220",2.318e+16,"306","45","83","135","46","97"
"2017","9","21",02:09:35.1,0.59,92.46,15.7,0,4.7,OFFWCOASTOFNORTHERN,C201709210209A,1.4,0.4,0.44,0.02,92.32,0.02,12,0,16,0.097,0.09,-2.24,0.07,2.14,0.078,-0.41,0.238,-1.65,0.232,-0.158,0.074,3.06,"29","91",-0.7,"57","240","-2.364","14","353",2.712e+16,"128","59","168","224","80","32"
"2017","9","30",19:19:04.0,-5.5,68.5,10,0,4.8,CHAGOSARCHIPELAGOREGIO,C201709301919A,1.6,0.4,-4.87,0.03,68.24,0.03,23,1.1,16,-2.19,0.174,1.19,0.104,1,0.104,1.06,0.137,0.547,0.147,-0.573,0.059,1.746,"9","32",0.879,"18","300","-2.625","70","147",2.186e+16,"143","40","-61","287","56","-112"
"2017","10","22",06:05:13.0,-6.09,30.74,10,0,5.1,LAKETANGANYIKAREGION,C201710220605A,3,0.2,-6.05,0.01,30.55,0.01,26.7,0.9,17,-0.35,0.021,-0.487,0.015,0.838,0.019,0.221,0.032,0.482,0.039,-0.172,0.013,1.014,"19","266",-0.241,"42","14","-0.772","42","158",8.93e+16,"312","45","-160","207","76","-47"
"2017","10","24",09:36:24.2,36.96,27.35,10,0,4.6,"DODECANESEISLANDS,GREE",C201710240936A,0.1,0.4,36.79,0.03,27.34,0.06,21.2,1.2,16,-2.11,0.182,1.81,0.109,0.305,0.101,-0.426,0.141,0.645,0.236,-0.297,0.071,1.942,"8","193",0.364,"12","285","-2.300","76","70",2.121e+16,"270","38","-109","114","54","-75"
"2017","11","22",20:22:53.5,37.05,28.64,10,0,5.1,TURKEY,C201711222022A,-0.3,0.2,37.04,0.01,28.47,0.02,12,0,16,-4.86,0.074,4.27,0.076,0.586,0.073,-0.513,0.255,2.87,0.291,-1.25,0.064,4.869,"9","202",1.221,"21","296","-6.093","67","90",5.481e+16,"269","40","-124","130","57","-65"
"2017","11","24",21:49:15.2,37.08,28.62,5.2,0,5.2,TURKEY,C201711242149A,2.3,0.1,37.03,0.01,28.6,0.01,12,0,17,-1.01,0.011,0.888,0.011,0.122,0.01,-0.103,0.031,0.144,0.038,-0.118,0.01,0.914,"4","189",0.118,"6","280","-1.032","83","69",9.73e+16,"272","42","-100","105","49","-82"
"2017","11","30",21:48:35.6,-2.62,28.71,10,0,5,LAKETANGANYIKAREGION,C201711302148A,2,0.2,-2.55,0.01,28.25,0.02,18.2,0.7,16,-3.11,0.141,3,0.092,0.114,0.104,0.366,0.197,1.34,0.277,1.4,0.069,3.677,"7","336",-0.076,"19","243","-3.597","70","86",3.637e+16,"86","41","-61","230","55","-113"
"2017","12","2",17:20:26.4,-2.69,28.66,12.3,0,4.8,LAKETANGANYIKAREGION,C201712021720A,3,0.3,-2.43,0.02,28.49,0.03,17.5,0.9,16,-2.38,0.15,2.19,0.097,0.194,0.127,0.401,0.222,-1.09,0.363,1.08,0.074,2.664,"1","156",0.235,"24","66","-2.895","66","248",2.779e+16,"268","49","-57","44","51","-122"
"2017","12","8",00:22:54.2,10.12,140.22,12.8,0,6.4,"W.CAROLINEISLANDS,MIC",C201712080022A,4.1,0,10.09,0,140.17,0,15.6,0.3,18,0.573,0.02,3.86,0.02,-4.43,0.022,-3.13,0.084,0.21,0.056,-2.37,0.018,6.188,"29","193",-1.049,"60","30","-5.136","7","287",5.662e+18,"334","65","16","237","75","154"
"2017","12","8",05:37:54.7,9.98,140.13,10,0,5.3,"W.CAROLINEISLANDS,MIC",C201712080537A,1.1,0.1,9.98,0.01,140.1,0.01,12,0,17,0.001,0.016,0.977,0.013,-0.978,0.014,0.168,0.04,-0.495,0.041,0.145,0.014,1.007,"8","358",0.195,"65","107","-1.203","23","264",1.105e+17,"43","68","-169","309","80","-23"
"2017","12","8",09:51:08.1,10.01,140.19,8,0,6.3,"W.CAROLINEISLANDS,MIC",C201712080951A,3.2,0,10,0,140.15,0,12,0,18,0.002,0.012,3.1,0.013,-3.1,0.013,-0.021,0.033,-0.826,0.033,0.602,0.012,3.161,"2","174",0.199,"76","77","-3.358","14","265",3.26e+18,"309","79","-8","40","82","-169"
"2017","12","9",15:14:24.8,10.09,140.2,10,0,6.1,"W.CAROLINEISLANDS,MIC",C201712091514A,3.2,0.1,10.03,0,140.17,0,12,0,18,-0.091,0.008,1.5,0.007,-1.41,0.008,-0.123,0.02,-0.415,0.021,-0.252,0.007,1.527,"3","184",0.028,"73","84","-1.555","16","275",1.541e+18,"319","76","-9","51","81","-166"
"2017","12","17",14:25:18.3,10.06,140.35,10,0,5.1,"W.CAROLINEISLANDS,MIC",C201712171425A,3.1,0.2,10.02,0.01,140.14,0.01,14.7,1.1,16,-0.944,0.119,5.12,0.117,-4.18,0.105,1.04,0.201,-1.54,0.257,0.564,0.091,5.304,"9","358",-0.428,"66","108","-4.880","23","264",5.092e+16,"43","68","-170","309","81","-23"
"2017","12","17",23:41:16.4,10.04,140.14,10,0,5.4,"W.CAROLINEISLANDS,MIC",C201712172341A,2.1,0.1,10,0.01,140.08,0.01,15.9,0.8,17,0.056,0.02,1.24,0.018,-1.3,0.02,-0.233,0.049,-0.49,0.06,-0.43,0.017,1.33,"7","188",0.207,"70","77","-1.542","18","280",1.436e+17,"323","72","-8","55","82","-162"
"2017","12","25",05:13:51.3,38.58,26.74,10,0,4.6,AEGEANSEA,C201712250513A,-0.9,0.5,38.3,0.03,26.55,0.03,19.2,2.5,16,-0.993,0.189,0.986,0.145,0.007,0.126,-2.18,0.46,-0.29,0.266,-2.21,0.126,3.358,"21","212",-0.181,"42","102","-3.177","41","322",3.267e+16,"348","44","-17","91","78","-133"
"2018","1","12",10:50:36.5,-7.56,68.07,10,0,4.7,CHAGOSARCHIPELAGOREGIO,C201801121050A,1.5,0.3,-7.69,0.02,68.03,0.01,18.4,1.5,16,-0.491,0.153,-3.06,0.122,3.55,0.131,-0.101,0.305,-0.248,0.27,1.02,0.135,3.72,"4","99",-0.506,"86","258","-3.215","1","9",3.468e+16,"144","87","178","234","88","3"
"2018","1","30",19:24:20.5,64.67,-17.29,10,0,5,ICELAND,C201801301924A,4,0.2,64.56,0.02,-16.99,0.04,12,0,16,2.83,0.058,-1.98,0.062,-0.856,0.051,0.632,0.212,1.83,0.224,0.795,0.046,3.723,"65","292",-1.315,"24","124","-2.415","5","32",3.069e+16,"98","46","55","323","54","120"
"2018","2","19",05:34:16.4,66.41,-17.74,10,0,4.8,ICELANDREGION,C201802190534A,-1.4,0.2,66.66,0.03,-17.63,0.03,12,0,16,-2.8,0.094,-0.057,0.102,2.86,0.07,0.099,0.441,-0.734,0.257,0.028,0.076,2.954,"7","90",-0.053,"2","0","-2.897","82","254",2.926e+16,"183","38","-87","358","52","-93"
"2018","2","19",05:38:52.1,66.5,-17.68,10,0,4.9,ICELANDREGION,C201802190538A,-0.3,0.2,66.7,0.02,-17.7,0.02,12,0,16,-3.89,0.091,-0.281,0.092,4.17,0.067,0.474,0.421,-0.43,0.269,0.045,0.071,4.193,"3","90",-0.22,"7","360","-3.974","82","203",4.084e+16,"188","42","-79","353","48","-100"
"2018","2","19",06:32:26.7,66.4,-17.63,10,0,4.4,ICELANDREGION,C201802190632A,-1.9,0.3,66.77,0.05,-17.61,0.05,12,0,16,-1.2,0.06,0.04,0.074,1.16,0.046,0.751,0.308,-0.746,0.185,-0.325,0.048,1.57,"19","68",0.093,"14","333","-1.663","66","209",1.617e+16,"181","29","-59","326","66","-106"
